Material_ID,Name,Calorie,Protein,Lipids,Fiber,Carbohydrates,SaltContent
6378,スイートコーン　未熟種子　カーネル　冷凍　ゆで,92,2.8,1.5,6.2,18.7,0
6379,スイートコーン　未熟種子　カーネル　冷凍　油いため,125,2.9,5.8,4.7,18.9,0
6179,スイートコーン　缶詰　クリームスタイル,82,1.7,0.5,1.8,18.6,0.7
6180,スイートコーン　缶詰　ホールカーネルスタイル,78,2.3,0.5,3.3,17.8,0.5
6181,ヤングコーン　幼雌穂　生,29,2.3,0.2,2.7,6,0
6182,赤色トマト　果実　生,20,0.7,0.1,1,4.7,0
6183,赤色ミニトマト　果実　生,30,1.1,0.1,1.4,7.2,0
6391,黄色トマト　果実　生,18,1.1,0.4,1.3,3.2,0
6370,ドライトマト,291,14.2,2.1,21.7,67.3,0.3
6184,ホール　食塩無添加,21,0.9,0.2,1.3,4.4,0
6185,トマトジュース　食塩添加,15,0.7,0.1,0.7,4,0.3
6340,トマトジュース　食塩無添加,18,0.7,0.1,0.7,4,0
6186,ミックスジュース　食塩添加,18,0.6,0,0.7,4.3,0.2
6341,ミックスジュース　食塩無添加,18,0.6,0,0.7,4.3,0
6187,トレビス　葉　生,17,1.1,0.2,2,3.9,0
6188,とんぶり　ゆで,89,6.1,3.5,7.1,12.9,0
6189,ながさきはくさい　葉　生,12,1.3,0.1,2.2,2.6,0.1
6190,ながさきはくさい　葉　ゆで,18,2.2,0.1,2.4,3.4,0
6191,なす　果実　生,18,1.1,0.1,2.2,5.1,0
6192,なす　果実　ゆで,17,1,0.1,2.1,4.5,0
6342,なす　果実　油いため,73,1.5,5.8,2.6,6.3,0
6343,なす　果実　天ぷら,165,1.6,14,1.9,12,0.1
6193,べいなす　果実　生,20,1.1,0.1,2.4,5.3,0
6194,べいなす　果実　素揚げ,177,1,17,1.8,6.7,0
6195,漬物　塩漬,22,1.4,0.1,2.7,5.2,2.2
6196,漬物　ぬかみそ漬,27,1.7,0.1,2.7,6.1,2.5
6197,漬物　こうじ漬,87,5.5,0.1,4.2,18.2,6.6
6198,漬物　からし漬,127,2.6,0.2,4.2,30.7,4.8
6199,漬物　しば漬,27,1.4,0.2,4.4,7,4.1
6200,なずな　葉　生,35,4.3,0.1,5.4,7,0
6201,和種なばな　花らい・茎　生,34,4.4,0.2,4.2,5.8,0
6202,和種なばな　花らい・茎　ゆで,28,4.7,0.1,4.3,4.3,0
6203,洋種なばな　茎葉　生,36,4.1,0.4,3.7,6,0
6204,洋種なばな　茎葉　ゆで,30,3.6,0.4,4.1,5.3,0
6205,にがうり　果実　生,15,1,0.1,2.6,3.9,0
6206,にがうり　果実　油いため,47,1.2,3.3,2.8,4.6,0
6207,にら　葉　生,18,1.7,0.3,2.7,4,0
6208,にら　葉　ゆで,27,2.6,0.5,4.3,5.7,0
6344,にら　葉　油いため,69,1.9,5.7,3.5,4.9,0
6209,花にら　花茎・花らい　生,27,1.9,0.2,2.8,5.9,0
6210,黄にら　葉　生,18,2.1,0.1,2,3.3,0
6211,葉にんじん　葉　生,16,1.1,0.2,2.7,3.7,0.1
6212,にんじん　根　皮つき　生,35,0.7,0.2,2.8,9.3,0.1
6213,にんじん　根　皮つき　ゆで,29,0.6,0.2,3,8.4,0.1
6214,にんじん　根　皮なし　生,30,0.8,0.1,2.4,8.7,0.1
6215,にんじん　根　皮なし　ゆで,28,0.7,0.1,2.8,8.5,0.1
6345,にんじん　根　皮なし　油いため,103,1.1,6.4,3.1,12.4,0.1
6346,にんじん　根　皮なし　素揚げ,87,1,3.5,1.1,13.9,0.1
6347,にんじん　根　皮　生,26,0.7,0.2,3.8,7.3,0
6216,にんじん　根　冷凍,30,0.8,0.2,4.1,8.2,0.1
6380,にんじん　根　冷凍　ゆで,24,0.7,0.2,3.5,7,0.1
6381,にんじん　根　冷凍　油いため,65,0.9,4,4.2,9.3,0.2
6348,にんじん　グラッセ,53,0.7,1.4,2.6,12.7,1
6217,にんじん　ジュース　缶詰,29,0.6,0.1,0.2,6.7,0
6218,きんとき　根　皮つき　生,39,1.8,0.2,3.9,9.6,0
6219,きんとき　根　皮つき　ゆで,37,1.9,0.2,4.3,9.2,0
6220,きんとき　根　皮なし　生,40,1.8,0.3,3.6,9.7,0
6221,きんとき　根　皮なし　ゆで,40,1.9,0.4,4.1,9.6,0
6222,ミニキャロット　根　生,26,0.7,0.2,2.7,7.5,0
6223,にんにく　りん茎　生,129,6.4,0.9,6.2,27.5,0
6349,にんにく　りん茎　油いため,191,8.2,5.9,6.8,30.6,0
6224,茎にんにく　花茎　生,44,1.9,0.3,3.8,10.6,0
6225,茎にんにく　花茎　ゆで,43,1.7,0.2,3.8,10.7,0
6226,根深ねぎ　葉　軟白　生,35,1.4,0.1,2.5,8.3,0
6350,根深ねぎ　葉　軟白　ゆで,28,1.3,0.1,2.5,6.8,0
6351,根深ねぎ　葉　軟白　油いため,77,1.6,4.4,2.7,9.5,0
6227,葉ねぎ　葉　生,29,1.9,0.3,3.2,6.5,0
6352,葉ねぎ　葉　油いため,77,2.1,5.2,3.9,7.9,0
6228,こねぎ　葉　生,26,2,0.3,2.5,5.4,0
6229,のざわな　葉　生,14,0.9,0.1,2,3.5,0.1
6230,のざわな　漬物　塩漬,17,1.2,0.1,2.5,4.1,1.5
6231,のざわな　漬物　調味漬,22,1.7,0,3.1,5.4,2.4
6232,のびる　りん茎葉　生,63,3.2,0.2,6.9,15.5,0
6233,はくさい　結球葉　生,13,0.8,0.1,1.3,3.2,0
6234,はくさい　結球葉　ゆで,13,0.9,0.1,1.4,2.9,0
6235,はくさい　漬物　塩漬,17,1.5,0.1,1.8,3.3,2.1
6236,はくさい　漬物　キムチ,27,2.3,0.1,2.2,5.4,2.9
6237,パクチョイ　葉　生,15,1.6,0.2,1.8,2.7,0
6238,バジル　葉　生,21,2,0.6,4,4,0
6239,パセリ　葉　生,34,4,0.7,6.8,7.8,0
6240,はつかだいこん　根　生,13,0.8,0.1,1.2,3.1,0
6392,はなっこりー　生,34,3.6,0.5,3.1,5.4,0
6241,はやとうり　果実　白色種　生,20,0.6,0.1,1.2,4.9,0
6242,はやとうり　果実　白色種　塩漬,17,0.6,Tr,1.6,4.4,3.6
6353,はやとうり　果実　緑色種　生,21,0.6,0.1,1.2,4.9,0
6243,ビーツ　根　生,38,1.6,0.1,2.7,9.3,0.1
6244,ビーツ　根　ゆで,42,1.5,0.1,2.9,10.2,0.1
6245,青ピーマン　果実　生,20,0.9,0.2,2.3,5.1,0
6246,青ピーマン　果実　油いため,54,0.9,4.3,2.4,5.4,0
6247,赤ピーマン　果実　生,28,1,0.2,1.6,7.2,0
6248,赤ピーマン　果実　油いため,69,1,4.3,1.6,7.6,0
6393,オレンジピーマン　果実　生,19,0.9,0.3,1.8,4.2,0
6394,オレンジピーマン　果実　油いため,81,1.1,5.1,-,7.6,0
6249,黄ピーマン　果実　生,28,0.8,0.2,1.3,6.6,0
6250,黄ピーマン　果実　油いため,61,0.8,4.3,1.3,6.9,0
6251,トマピー　果実　生,33,1,0.2,1.6,7.5,0
6252,ひのな　根・茎葉　生,17,1,Tr,3,4.7,0
6253,ひのな　根・茎葉　甘酢漬,70,1.4,0.5,4.7,17.3,2.8
6254,ひろしまな　葉　生,19,1.5,0.2,2.4,4.2,0.1
6255,ひろしまな　塩漬,15,1.2,0.2,2.4,3.3,2.1
6256,ふき　葉柄　生,11,0.3,0,1.3,3,0.1
6257,ふき　葉柄　ゆで,7,0.3,0,1.1,1.9,0.1
6258,ふきのとう　花序　生,38,2.5,0.1,6.4,10,0
6259,ふきのとう　花序　ゆで,31,2.5,0.1,4.2,7,0
6260,ふじまめ　若ざや　生,32,2.5,0.1,4.4,7.4,0
6261,ふだんそう　葉　生,17,2,0.1,3.3,3.7,0.2
6262,ふだんそう　葉　ゆで,26,2.8,0.1,3.8,5.4,0.2
6263,ブロッコリー　花序　生,37,5.4,0.6,5.1,6.6,0
6264,ブロッコリー　花序　ゆで,30,3.9,0.4,4.3,5.2,0
6395,ブロッコリー　花序　電子レンジ調理,56,5.7,0.7,-,7,0
6396,ブロッコリー　花序　焼き,83,9.9,1.2,-,8.4,0
6397,ブロッコリー　花序　油いため,109,6.9,6.3,-,6.1,0
6354,ブロッコリー　芽ばえ　生,18,1.9,0.6,1.8,2.6,0
6265,へちま　果実　生,17,0.8,0.1,1,3.8,0
6266,へちま　果実　ゆで,19,1.6,0.1,1.5,3.7,0
6267,ほうれんそう　葉　通年平均　生,18,2.2,0.4,2.8,3.1,0
6268,ほうれんそう　葉　通年平均　ゆで,23,2.6,0.5,3.6,4,0
6359,ほうれんそう　葉　通年平均　油いため,91,3.8,8.1,4.6,4.4,0
6355,ほうれんそう　葉　夏採り　生,18,2.2,0.4,2.8,3.1,0
6357,ほうれんそう　葉　夏採り　ゆで,23,2.6,0.5,3.6,4,0
6356,ほうれんそう　葉　冬採り　生,18,2.2,0.4,2.8,3.1,0
6358,ほうれんそう　葉　冬採り　ゆで,23,2.6,0.5,3.6,4,0
6269,ほうれんそう　葉　冷凍,22,2.9,0.3,3.3,3.4,0.3
6372,ほうれんそう　葉　冷凍　ゆで,26,3.7,0.5,4.8,3.8,0.1
6373,ほうれんそう　葉　冷凍　油いため,67,4,4.5,4.1,5.4,0.4
6270,ホースラディシュ　根茎　生,69,3.1,0.3,8.2,17.7,0
6271,まこも　茎　生,19,1.3,0.2,2.3,4.4,0
6272,みずかけな　葉　生,25,2.9,0.1,2.8,4.7,0
6273,みずかけな　塩漬,34,4.9,Tr,4,5.7,2.5
6072,みずな　葉　生,23,2.2,0.1,3,4.8,0.1
6073,みずな　葉　ゆで,21,2,0.1,3.6,4.7,0.1
6074,みずな　塩漬,26,2,0.1,3.5,5.9,2.3
6274,切りみつば　葉　生,16,1,0.1,2.5,4,0
6275,切りみつば　葉　ゆで,12,0.9,0.1,2.7,3.3,0
6276,根みつば　葉　生,19,1.9,0.1,2.9,4.1,0
6277,根みつば　葉　ゆで,19,2.3,0.1,3.3,3.9,0
6278,糸みつば　葉　生,12,0.9,0.1,2.3,2.9,0
6279,糸みつば　葉　ゆで,14,1.1,0,3,4,0
6360,みぶな　葉　生,14,1.1,0.3,1.8,2.9,0.1
6280,（みょうが類）　みょうが　花穂　生,11,0.9,0.1,2.1,2.6,0
6281,（みょうが類）　みょうがたけ　茎葉　生,6,0.4,0.1,1.1,1.5,0
6282,むかご　肉芽　生,87,2.9,0.2,4.2,20.6,0
6283,めキャベツ　結球葉　生,52,5.7,0.1,5.5,9.9,0
6284,めキャベツ　結球葉　ゆで,51,5.3,0.1,5.2,9.8,0
6285,めたで　芽ばえ　生,39,3,0.5,6.3,8.8,0
6286,アルファルファもやし　生,11,1.6,0.1,1.4,2,0
6287,だいずもやし　生,29,3.7,1.5,2.3,2.3,0
6288,だいずもやし　ゆで,27,2.9,1.6,2.2,2.2,0
6289,ブラックマッペもやし　生,17,2.2,Tr,1.5,2.8,0
6290,ブラックマッペもやし　ゆで,13,1.3,Tr,1.6,2.7,0
6398,ブラックマッペもやし　油いため,41,2.3,0.9,-,5.8,0
6291,りょくとうもやし　生,15,1.7,0.1,1.3,2.6,0
6292,りょくとうもやし　ゆで,12,1.6,0,1.5,2.3,0
6293,モロヘイヤ　茎葉　生,36,4.8,0.5,5.9,6.3,0
6294,モロヘイヤ　茎葉　ゆで,24,3,0.4,3.5,4,0
6401,やぶまめ　生,219,15.5,6.5,9.8,29.5,0
6295,やまごぼう　みそ漬,66,4.1,0.1,7,15.6,7.1
6296,ゆりね　りん茎　生,119,3.8,0.1,5.4,28.3,0
6297,ゆりね　りん茎　ゆで,117,3.4,0.1,6,28.7,0
6298,ようさい　茎葉　生,17,2.2,0.1,3.1,3.1,0.1
6299,ようさい　茎葉　ゆで,18,2.2,0.1,3.4,4.1,0
6300,よめな　葉　生,40,3.4,0.2,7.8,10,0
6301,よもぎ　葉　生,43,5.2,0.3,7.8,8.7,0
6302,よもぎ　葉　ゆで,37,4.8,0.1,7.8,8.2,0
6303,らっかせい　未熟豆　生,306,12,24.2,4,12.4,0
6304,らっかせい　未熟豆　ゆで,298,11.9,23.5,4.2,12.3,0
6305,らっきょう　りん茎　生,83,1.4,0.2,20.7,29.3,0
6306,らっきょう　甘酢漬,117,0.4,0.3,2.9,29.4,1.9
6307,エシャレット　りん茎　生,59,2.3,0.2,11.4,17.8,0
6308,リーキ　りん茎葉　生,30,1.6,0.1,2.5,6.9,0
6309,リーキ　りん茎葉　ゆで,28,1.3,0.1,2.6,6.8,0
6319,ルッコラ　葉　生,17,1.9,0.4,2.6,3.1,0
6310,ルバーブ　葉柄　生,23,0.7,0.1,2.5,6,0
6311,ルバーブ　葉柄　ゆで,14,0.5,0.1,2.9,4.6,0
6312,（レタス類）　レタス　土耕栽培　結球葉　生,11,0.6,0.1,1.1,2.8,0
6361,（レタス類）　レタス　水耕栽培　結球葉　生,13,0.8,0.2,1.1,2.9,0
6313,（レタス類）　サラダな　葉　生,10,1,0.2,1.8,2.7,0
6314,（レタス類）　リーフレタス　葉　生,16,1.4,0.1,1.9,3.3,0
6315,（レタス類）　サニーレタス　葉　生,15,1.2,0.2,2,3.2,0
6362,（レタス類）　サンチュ　葉　生,14,1.2,0.4,2,2.5,0
6316,（レタス類）　コスレタス　葉　生,16,1.2,0.2,1.9,3.4,0
6317,れんこん　根茎　生,66,1.9,0.1,2,15.5,0.1
6318,れんこん　根茎　ゆで,66,1.3,0.1,2.3,16.1,0
6371,れんこん　甘酢れんこん,66,0.6,0.2,2.3,16.5,1.4
6320,わけぎ　葉　生,30,1.6,0,2.8,7.4,0
6321,わけぎ　葉　ゆで,29,1.9,0,3.1,6.9,0
6322,わさび　根茎　生,89,5.6,0.2,4.4,18.4,0.1
6323,わさび　わさび漬,140,7.1,0.5,2.7,28,2.5
6324,わらび　生わらび　生,19,2.4,0.1,3.6,4,0
6325,わらび　生わらび　ゆで,13,1.5,0.1,3,3,0
6326,わらび　干しわらび　乾,216,20,0.7,58,61.4,0
6382,ミックスベジタブル　冷凍,67,3,0.7,5.9,15.1,0.1
6383,ミックスベジタブル　冷凍　ゆで,65,3.1,0.8,6.5,14.6,0
6384,ミックスベジタブル　冷凍　油いため,108,3.3,4.9,5.9,15.7,0.1
6399,野菜ミックスジュース　通常タイプ,21,0.8,0.1,0.9,4.7,0
6400,野菜ミックスジュース　濃縮タイプ,36,1,0.3,1,7.8,0.1
7001,あけび　果肉　生,89,0.5,0.1,1.1,22,0
7002,あけび　果皮　生,32,0.3,0.3,3.1,8.6,0
7181,アサイー　冷凍　無糖,62,0.9,5.3,4.7,5,0
7003,アセロラ　酸味種　生,36,0.7,0.1,1.9,9,0
7159,アセロラ　甘味種　生,36,0.7,0.1,1.9,9,0
7004,アセロラ　果実飲料　10%果汁入り飲料,42,0.1,0,0.2,10.5,0
7005,アテモヤ　生,81,1.8,0.4,3.3,19.4,0
7006,アボカド　生,176,2.1,17.5,5.6,7.9,0
7007,あんず　生,37,1,0.3,1.6,8.5,0
7008,あんず　乾,296,9.2,0.4,9.8,70.4,0
7009,あんず　缶詰,79,0.5,0.4,0.8,18.9,0
7010,あんず　ジャム　高糖度,252,0.3,0.1,0.7,64.9,0
7011,あんず　ジャム　低糖度,202,0.4,0.1,1.2,50.5,0
7012,いちご　生,31,0.9,0.1,1.4,8.5,0
7013,いちご　ジャム　高糖度,250,0.4,0.1,1.3,63.3,0
7014,いちご　ジャム　低糖度,194,0.5,0.1,1.1,48.4,0
7160,いちご　乾,329,0.5,0.2,3,82.8,0.7
7015,いちじく　生,57,0.6,0.1,1.9,14.3,0
7016,いちじく　乾,272,3,1.1,10.7,75.3,0.2
7017,いちじく　缶詰,78,0.5,0.1,1.2,19.4,0
7019,うめ　生,33,0.7,0.5,2.5,7.9,0
7020,うめ　梅漬　塩漬,27,0.7,0.4,2.7,6.7,19.3
7021,うめ　梅漬　調味漬,45,1.5,0.5,3.4,10.5,6.9
7022,うめ　梅干し　塩漬,29,0.9,0.7,3.3,8.6,18.2
7023,うめ　梅干し　調味漬,90,1.5,0.6,2.5,21.1,7.6
7024,うめ　梅びしお,196,0.7,0.5,1.3,48.1,7.9
7025,うめ　果実飲料　20%果汁入り飲料,49,Tr,Tr,0.1,12.3,0.1
7037,オリーブ　塩漬　グリーンオリーブ,148,1,15,3.3,4.5,3.6
7038,オリーブ　塩漬　ブラックオリーブ,121,0.8,12.3,2.5,3.4,1.6
7039,オリーブ　塩漬　スタッフドオリーブ,141,0.8,14.3,3.7,4.2,5.1
7049,かき　甘がき　生,63,0.4,0.2,1.6,15.9,0
7050,かき　渋抜きがき　生,59,0.5,0.1,2.8,16.9,0
7051,かき　干しがき,274,1.5,1.7,14,71.3,0
7053,かりん　生,58,0.4,0.1,8.9,18.3,0
7018,いよかん　砂じょう　生,50,0.9,0.1,1.1,11.8,0
7026,うんしゅうみかん　じょうのう　早生　生,49,0.5,0.1,0.7,11.9,0
7027,うんしゅうみかん　じょうのう　普通　生,49,0.7,0.1,1,12,0
7028,うんしゅうみかん　砂じょう　早生　生,47,0.5,0.1,0.4,11.3,0
7029,うんしゅうみかん　砂じょう　普通　生,49,0.7,0.1,0.4,11.5,0
7030,うんしゅうみかん　果実飲料　ストレートジュース,45,0.5,0.1,0,10.6,0
7031,うんしゅうみかん　果実飲料　濃縮還元ジュース,42,0.5,0.1,0,9.9,0
7032,うんしゅうみかん　果実飲料　果粒入りジュース,53,0.2,Tr,Tr,13,0
7033,うんしゅうみかん　果実飲料　50%果汁入り飲料,59,0.2,Tr,0.1,14.7,0
7034,うんしゅうみかん　果実飲料　20%果汁入り飲料,50,0.1,Tr,0,12.4,0
7035,うんしゅうみかん　缶詰　果肉,63,0.5,0.1,0.5,15.3,0
7036,うんしゅうみかん　缶詰　液汁,63,0.3,0.1,0,15.3,0
7040,オレンジ　ネーブル　砂じょう　生,48,0.9,0.1,1,11.8,0
7041,オレンジ　バレンシア　米国産　砂じょう　生,42,1,0.1,0.8,9.8,0
7042,オレンジ　バレンシア　果実飲料　ストレートジュース,45,0.8,Tr,0.3,11,0
7043,オレンジ　バレンシア　果実飲料　濃縮還元ジュース,46,0.7,0.1,0.2,10.7,0
7044,オレンジ　バレンシア　果実飲料　50%果汁入り飲料,46,0.4,0.2,0.1,10.8,0
7045,オレンジ　バレンシア　果実飲料　30%果汁入り飲料,41,0.2,Tr,Tr,10,0
7046,オレンジ　バレンシア　マーマレード　高糖度,233,0.2,0.1,0.7,63.2,0
7047,オレンジ　バレンシア　マーマレード　低糖度,190,0.3,0.1,1.3,47.7,0
7161,オレンジ　福原オレンジ　砂じょう　生,43,1,0.1,0.8,9.8,0
7048,オロブランコ　砂じょう　生,43,0.8,0.1,0.9,10.1,0
7052,かぼす　果汁　生,36,0.4,0.1,0.1,8.5,0
7162,かわちばんかん　砂じょう　生,38,0.7,0.2,0.6,8.8,0
7163,きよみ　砂じょう　生,45,0.8,0.2,0.6,10.3,0
7056,きんかん　全果　生,67,0.5,0.7,4.6,17.5,0
7062,グレープフルーツ　白肉種　砂じょう　生,40,0.9,0.1,0.6,9.6,0
7164,グレープフルーツ　紅肉種　砂じょう　生,40,0.9,0.1,0.6,9.6,0
7063,グレープフルーツ　果実飲料　ストレートジュース,44,0.6,0.1,0.1,10.3,0
7064,グレープフルーツ　果実飲料　濃縮還元ジュース,38,0.7,0.1,0.2,8.8,0
7065,グレープフルーツ　果実飲料　50%果汁入り飲料,45,0.3,Tr,0.1,11.1,0
7066,グレープフルーツ　果実飲料　20%果汁入り飲料,39,0.1,Tr,0,9.7,0
7067,グレープフルーツ　缶詰,60,0.5,Tr,0.6,17.1,0
7074,さんぼうかん　砂じょう　生,47,0.7,0.3,0.9,10.9,0
7075,シークヮーサー　果汁　生,35,0.8,0.1,0.3,7.9,0
7076,シークヮーサー　果実飲料　10%果汁入り飲料,48,0.1,Tr,0,11.8,0
7165,しらぬひ　砂じょう　生,56,0.8,0.2,0.6,12.9,0
7078,すだち　果皮　生,55,1.8,0.3,10.1,16.4,0
7079,すだち　果汁　生,29,0.5,0.1,0.1,6.6,0
7166,せとか　砂じょう　生,50,0.8,0.2,0.7,11.7,0
7085,セミノール　砂じょう　生,53,1.1,0.1,0.8,12.4,0
7083,だいだい　果汁　生,35,0.3,0.2,0,8,0
7093,なつみかん　砂じょう　生,42,0.9,0.1,1.2,10,0
7094,なつみかん　缶詰,80,0.5,0.1,0.5,19.4,0
7105,はっさく　砂じょう　生,47,0.8,0.1,1.5,11.5,0
7167,はるみ　砂じょう　生,52,0.9,0.2,0.8,12.1,0
7112,ひゅうがなつ　じょうのう及びアルベド　生,46,0.6,0.1,2.1,11.7,0
7113,ひゅうがなつ　砂じょう　生,35,0.6,0.1,0.7,8.3,0
7126,ぶんたん　砂じょう　生,41,0.7,0.1,0.9,9.8,0
7127,ぶんたん　ざぼん漬,338,0.2,0.1,2.7,85.5,0
7129,ぽんかん　砂じょう　生,42,0.9,0.1,1,9.9,0
7142,ゆず　果皮　生,50,1.2,0.5,6.9,14.2,0
7143,ゆず　果汁　生,30,0.5,0.1,0.4,7,0
7145,ライム　果汁　生,39,0.4,0.1,0.2,9.3,0
7155,レモン　全果　生,43,0.9,0.7,4.9,12.5,0
7156,レモン　果汁　生,24,0.4,0.2,Tr,8.6,0
7054,キウイフルーツ　緑肉種　生,51,1,0.2,2.6,13.4,0
7168,キウイフルーツ　黄肉種　生,63,1.1,0.2,1.4,14.9,0
7183,きはだ　実　乾,378,7.3,9.8,-,65.1,0
7055,キワノ　生,41,1.5,0.9,2.6,8,0
7057,グァバ　赤肉種　生,33,0.6,0.1,5.1,9.9,0
7169,グァバ　白肉種　生,33,0.6,0.1,5.1,9.9,0
7058,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,49,0.1,0.1,0.8,12.3,0
7059,グァバ　果実飲料　10%果汁入り飲料,50,0.1,0.1,0.2,12.3,0
7185,くこ　実　乾,387,12.3,4.1,-,75.3,1.3
7061,ぐみ　生,72,1.3,0.2,2,17.2,0
7157,ココナッツ　ココナッツウォーター,22,0.2,0.1,0,5,0
7158,ココナッツ　ココナッツミルク,157,1.9,16,0.2,2.8,0
7170,ココナッツ　ナタデココ,80,0,Tr,0.5,20.2,0
7070,さくらんぼ　国産　生,64,1,0.2,1.2,15.2,0
7071,さくらんぼ　米国産　生,64,1.2,0.1,1.4,17.1,0
7072,さくらんぼ　米国産　缶詰,70,0.6,0.1,1,17.6,0
7073,ざくろ　生,63,0.2,Tr,0,15.5,0
7077,すいか　赤肉種　生,41,0.6,0.1,0.3,9.5,0
7171,すいか　黄肉種　生,41,0.6,0.1,0.3,9.5,0
7182,カシス　冷凍,62,1.6,1.6,6.4,13.4,0
7060,グーズベリー　生,51,1,0.1,2.5,13.2,0
7069,スターフルーツ　生,30,0.7,0.1,1.8,7.5,0
7080,にほんすもも　生,46,0.6,1,1.6,9.4,0
7081,プルーン　生,49,0.7,0.1,1.9,12.6,0
7082,プルーン　乾,211,2.4,0.2,7.1,62.3,0
7086,チェリモヤ　生,82,1.3,0.3,2.2,19.8,0
7111,ドラゴンフルーツ　生,52,1.4,0.3,1.9,11.8,0
7087,ドリアン　生,140,2.3,3.3,2.1,27.1,0
7088,日本なし　生,38,0.3,0.1,0.9,11.3,0
7089,日本なし　缶詰,76,0.1,0.1,0.7,19.1,0
7090,中国なし　生,49,0.2,0.1,1.4,12.7,0
7091,西洋なし　生,48,0.3,0.1,1.9,14.4,0
7092,西洋なし　缶詰,79,0.2,0.1,1,20.7,0
7095,なつめ　乾,294,3.9,2,12.5,71.4,0
7096,なつめやし　乾,281,2.2,0.2,7,71.3,0
7097,パインアップル　生,54,0.6,0.1,1.2,13.7,0
7177,パインアップル　焼き,74,0.9,0.2,1.7,20.1,0
7098,パインアップル　果実飲料　ストレートジュース,46,0.3,0.1,0,11,0
7099,パインアップル　果実飲料　濃縮還元ジュース,45,0.1,0.1,0,11.1,0
7100,パインアップル　果実飲料　50%果汁入り飲料,50,0.3,0.1,0,12.1,0
7101,パインアップル　果実飲料　10%果汁入り飲料,50,Tr,Tr,0,12.4,0
7102,パインアップル　缶詰,76,0.4,0.1,0.5,20.3,0
7103,パインアップル　砂糖漬,349,0.5,0.2,1.3,86.8,0.1
7104,ハスカップ　生,55,0.7,0.6,2.1,12.8,0
7106,パッションフルーツ　果汁　生,67,0.8,0.4,0,16.2,0
7107,バナナ　生,93,1.1,0.2,1.1,22.5,0
7108,バナナ　乾,314,3.8,0.4,7,78.5,0
7109,パパイア　完熟　生,33,0.5,0.2,2.2,9.5,0
7110,パパイア　未熟　生,35,1.3,0.1,2.2,9.4,0
7114,びわ　生,41,0.3,0.1,1.6,10.6,0
7115,びわ　缶詰,80,0.3,0.1,0.6,19.8,0
7116,ぶどう　皮なし　生,58,0.4,0.1,0.5,15.7,0
7178,ぶどう　皮つき　生,69,0.6,0.2,0.9,16.9,0
7117,ぶどう　干しぶどう,324,2.7,0.2,4.1,80.3,0
7118,ぶどう　果実飲料　ストレートジュース,54,0.3,0.2,0.1,14.3,0
7119,ぶどう　果実飲料　濃縮還元ジュース,46,0.3,0.3,0.1,12,0
7120,ぶどう　果実飲料　70%果汁入り飲料,52,0.2,Tr,0.1,12.9,0
7121,ぶどう　果実飲料　10%果汁入り飲料,52,Tr,Tr,Tr,13.1,0
7122,ぶどう　缶詰,83,0.4,0.1,0.2,20.4,0
7123,ぶどう　ジャム,189,0.5,0.1,1.5,47.5,0
7124,ブルーベリー　生,48,0.5,0.1,3.3,12.9,0
7125,ブルーベリー　ジャム,174,0.7,0.3,4.3,43.8,0
7172,ブルーベリー　乾,280,2.7,1.9,17.6,72.5,0
7128,ホワイトサポテ　生,73,1.5,0.1,3.1,18.9,0
7130,まくわうり　黄肉種　生,34,0.8,0.1,1,7.8,0
7173,まくわうり　白肉種　生,34,0.8,0.1,1,7.8,0
7131,マルメロ　生,48,0.3,0.1,5.1,15.1,0
7132,マンゴー　生,68,0.6,0.1,1.3,16.9,0
7179,マンゴー　ドライマンゴー,339,3.1,0.7,6.4,84.9,0
7133,マンゴスチン　生,71,0.6,0.2,1.4,17.5,0
7134,メロン　温室メロン　生,40,1.1,0.1,0.5,10.3,0
7135,メロン　露地メロン　緑肉種　生,45,1,0.1,0.5,10.4,0
7174,メロン　露地メロン　赤肉種　生,45,1,0.1,0.5,10.4,0
7136,もも　白肉種　生,38,0.6,0.1,1.3,10.2,0
7184,もも　黄肉種　生,48,0.5,0.2,1.9,13.4,0
7137,もも　果実飲料　30%果汁入り飲料　（ネクター）,46,0.2,0.1,0.4,11.6,0
7138,もも　缶詰　白肉種　果肉,82,0.5,0.1,1.4,20.6,0
7175,もも　缶詰　黄肉種　果肉,83,0.5,0.1,1.4,20.6,0
7139,もも　缶詰　液汁,81,0.3,0.1,0.3,19.8,0
7140,ネクタリン　生,39,0.7,0.3,1.7,10.7,0
7141,やまもも　生,47,0.5,0.2,1.1,11.3,0
7144,ライチー　生,61,1,0.1,0.9,16.4,0
7146,ラズベリー　生,36,1.1,0.1,4.7,10.2,0
7147,りゅうがん　乾,310,5.1,0.4,2.8,72.9,0
7148,りんご　皮なし　生,53,0.1,0.2,1.4,15.5,0
7176,りんご　皮つき　生,56,0.2,0.3,1.9,16.2,0
7180,りんご　皮つき　焼き,86,0.2,0.4,2.5,21.9,0
7149,りんご　果実飲料　ストレートジュース,43,0.2,0.1,Tr,11.8,0
7150,りんご　果実飲料　濃縮還元ジュース,47,0.1,0.2,Tr,11.4,0
7151,りんご　果実飲料　50%果汁入り飲料,46,0.1,Tr,0,11.5,0
7152,りんご　果実飲料　30%果汁入り飲料,46,Tr,Tr,0,11.4,0
7153,りんご　缶詰,81,0.3,0.1,0.4,20.1,0
