Material_ID,Name,Calorie,Protein,Lipids,Fiber,Carbohydrates,SaltContent
4008,いんげんまめ　全粒　ゆで,127,9.3,1.2,13.6,24.5,0
4009,いんげんまめ　うずら豆,214,6.7,1.3,5.9,49.6,0.3
4010,いんげんまめ　こし生あん,135,9.4,0.9,8.5,27,0
4011,いんげんまめ　豆きんとん,238,4.9,0.5,4.8,56.2,0.3
4012,えんどう　全粒　青えんどう　乾,310,21.7,2.3,17.4,60.4,0
4013,えんどう　全粒　青えんどう　ゆで,129,9.2,1,7.7,25.2,0
4074,えんどう　全粒　赤えんどう　乾,310,21.7,2.3,17.4,60.4,0
4075,えんどう　全粒　赤えんどう　ゆで,129,9.2,1,7.7,25.2,0
4014,えんどう　グリンピース（揚げ豆）,375,20.8,11.6,19.6,58.8,0.9
4015,えんどう　塩豆,321,23.3,2.4,17.9,61.5,1.5
4016,えんどう　うぐいす豆,228,5.6,0.7,5.3,52.9,0.4
4017,ささげ　全粒　乾,280,23.9,2,18.4,55,0
4018,ささげ　全粒　ゆで,130,10.2,0.9,10.7,23.8,0
4019,そらまめ　全粒　乾,323,26,2,9.3,55.9,0
4020,そらまめ　フライビーンズ,436,24.7,20.8,14.9,46.4,1.8
4021,そらまめ　おたふく豆,237,7.9,1.2,5.9,52.2,0.4
4022,そらまめ　ふき豆,251,9.6,1.6,4.5,52.5,0.8
4076,そらまめ　しょうゆ豆,173,9.8,0.9,10.1,37.1,1.2
4104,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,354,33.5,19.3,20.1,30.1,0
4105,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,145,15,8.2,8,9.9,0
4023,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372,33.8,19.7,21.5,29.5,0
4024,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163,14.8,9.8,8.5,8.4,0
4025,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402,33,21.7,15.9,28.8,0
4026,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391,32.8,19.5,15.6,30.8,0
4027,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414,33.6,22.6,17.3,30.7,0
4077,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349,33.9,18.8,20.6,28.9,0
4106,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155,14.7,8.6,7.9,9.8,0
4080,だいず　［全粒・全粒製品］　いり大豆　青大豆,425,37.7,20.7,18.4,33.9,0
4078,だいず　［全粒・全粒製品］　いり大豆　黄大豆,429,37.5,21.6,19.4,33.3,0
4079,だいず　［全粒・全粒製品］　いり大豆　黒大豆,431,36.4,22,19.2,34.3,0
4028,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124,12.9,6.7,6.8,7.7,0.5
4081,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186,16.6,9.8,10.6,13.8,0.6
4082,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424,37,22.8,16.9,29.3,0
4096,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418,36.6,24.6,20.8,28.3,0
4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451,36.7,25.7,18.1,28.5,0
4030,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456,37.5,25.1,15.3,29.5,0
4109,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392,-18.5,-11.4,-8.4,-64.3,0
4110,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406,-18.3,-12.9,-9,-63.9,0
4083,だいず　［全粒・全粒製品］　大豆はいが,404,37.8,14.7,18.8,39.5,0
4031,だいず　［全粒・全粒製品］　ぶどう豆,265,14.1,9.4,6.3,37,1.6
4032,だいず　［豆腐・油揚げ類］　木綿豆腐,73,7,4.9,1.1,1.5,0
4097,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）,73,7,4.9,1.1,1.5,0.1
4098,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）,73,7,4.9,1.1,1.5,0
4033,だいず　［豆腐・油揚げ類］　絹ごし豆腐,56,5.3,3.5,0.9,2,0
4099,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）,56,5.3,3.5,0.9,2,0
4100,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）,56,5.3,3.5,0.9,2,0
4034,だいず　［豆腐・油揚げ類］　ソフト豆腐,56,5.1,3.3,0.4,2,0
4035,だいず　［豆腐・油揚げ類］　充てん豆腐,56,5,3.1,0.3,2.5,0
4036,だいず　［豆腐・油揚げ類］　沖縄豆腐,99,9.1,7.2,0.5,0.7,0.4
4037,だいず　［豆腐・油揚げ類］　ゆし豆腐,47,4.3,2.8,0.3,1.7,0.6
4038,だいず　［豆腐・油揚げ類］　焼き豆腐,82,7.8,5.7,0.5,1,0
4039,だいず　［豆腐・油揚げ類］　生揚げ,143,10.7,11.3,0.7,0.9,0
4040,だいず　［豆腐・油揚げ類］　油揚げ　生,377,23.4,34.4,1.3,0.4,0
4084,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生,266,18.2,23.4,0.9,Tr,0
4086,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで,164,12.4,13.8,0.6,0.3,0
4085,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き,361,24.9,32.2,1.2,0.7,0
4095,だいず　［豆腐・油揚げ類］　油揚げ　甘煮,231,11.2,13,0.5,19.1,1.2
4041,だいず　［豆腐・油揚げ類］　がんもどき,223,15.3,17.8,1.4,1.6,0.5
4042,だいず　［豆腐・油揚げ類］　凍り豆腐　乾,496,50.5,34.1,2.5,4.2,1.1
4087,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮,104,10.7,7.3,0.5,1.1,0.7
4043,だいず　［豆腐・油揚げ類］　豆腐よう,183,9.5,8.3,0.8,19.1,1.9
4044,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し,121,14.9,4.4,0.8,6.7,1.9
4045,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き,133,16.1,4.9,0.7,7.5,2.3
4088,だいず　［豆腐・油揚げ類］　ろくじょう豆腐,332,34.7,21.5,3.2,3.8,11
4046,だいず　［納豆類］　糸引き納豆,190,16.5,10,6.7,12.1,0
4047,だいず　［納豆類］　挽きわり納豆,185,16.6,10,5.9,10.5,0
4048,だいず　［納豆類］　五斗納豆,214,15.3,8.1,4.9,24,5.8
4049,だいず　［納豆類］　寺納豆,248,18.6,8.1,7.6,31.5,14.2
4051,だいず　［その他］　おから　生,88,6.1,3.6,11.5,13.8,0
4089,だいず　［その他］　おから　乾燥,333,23.1,13.6,43.6,52.3,0
4052,だいず　［その他］　豆乳　豆乳,44,3.6,2,0.2,3.1,0
4053,だいず　［その他］　豆乳　調製豆乳,63,3.2,3.6,0.3,4.8,0.1
4054,だいず　［その他］　豆乳　豆乳飲料・麦芽コーヒー,59,2.2,2.2,0.1,7.8,0.1
4055,だいず　［その他］　大豆たんぱく　粒状大豆たんぱく,318,46.3,3,17.8,36.7,0
4056,だいず　［その他］　大豆たんぱく　濃縮大豆たんぱく,313,58.2,1.7,20.9,27.9,1.4
4057,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分無調整タイプ,335,79.1,3,4.2,7.5,3.3
4090,だいず　［その他］　大豆たんぱく　分離大豆たんぱく　塩分調整タイプ,335,79.1,3,4.2,7.5,1.6
4058,だいず　［その他］　大豆たんぱく　繊維状大豆たんぱく,365,59.3,5,5.6,25.2,3.6
4059,だいず　［その他］　湯葉　生,218,21.8,13.7,0.8,4.1,0
4060,だいず　［その他］　湯葉　干し　乾,485,50.4,32.1,3,7.2,0
4091,だいず　［その他］　湯葉　干し　湯戻し,151,15.7,10.6,1.2,0.1,0
4061,だいず　［その他］　金山寺みそ,247,6.9,3.2,3.2,50,5.1
4062,だいず　［その他］　ひしおみそ,198,6.5,2.7,2.8,38.8,4.8
4063,だいず　［その他］　テンペ,180,15.8,9,10.2,15.4,0
4064,つるあずき　全粒　乾,297,20.8,1.6,22,61.8,0
4092,つるあずき　全粒　ゆで,132,9.7,1,13.4,27.5,0
4065,ひよこまめ　全粒　乾,336,20,5.2,16.3,61.5,0
4066,ひよこまめ　全粒　ゆで,149,9.5,2.5,11.6,27.4,0
4067,ひよこまめ　全粒　フライ　味付け,366,18.8,10.4,21,62.6,1.8
4068,べにばないんげん　全粒　乾,273,17.2,1.7,26.7,61.2,0
4069,べにばないんげん　全粒　ゆで,103,6.2,0.6,7.6,22.3,0
4108,やぶまめ　乾,383,23.4,10.1,-,49.5,0
4070,らいまめ　全粒　乾,306,21.9,1.8,19.6,60.8,0
4093,らいまめ　全粒　ゆで,122,9.6,0.9,10.9,26,0
4071,りょくとう　全粒　乾,319,25.1,1.5,14.6,59.1,0
4072,りょくとう　全粒　ゆで,125,10.2,0.6,5.2,22.5,0
4073,レンズまめ　全粒　乾,313,23.2,1.5,16.7,60.7,0
4094,レンズまめ　全粒　ゆで,149,11.2,0.8,9.4,29.1,0
5001,アーモンド　乾,609,19.6,51.8,10.1,20.9,0
5002,アーモンド　フライ　味付け,626,21.3,55.7,10.1,17.9,0.3
5040,アーモンド　いり　無塩,608,20.3,54.1,11,20.7,0
5003,あさ　乾,450,29.9,28.3,23,31.7,0
5041,あまに　いり,540,21.8,43.3,23.8,30.4,0.2
5004,えごま　乾,523,17.7,43.4,20.8,29.4,0
5005,カシューナッツ　フライ　味付け,591,19.8,47.6,6.7,26.7,0.6
5006,かぼちゃ　いり　味付け,590,26.5,51.8,7.3,12,0.1
5007,かや　いり,629,8.7,64.9,18.2,22.6,0
5008,ぎんなん　生,168,4.7,1.6,1.6,34.8,0
5009,ぎんなん　ゆで,169,4.6,1.5,2.4,35.8,0
5010,日本ぐり　生,147,2.8,0.5,4.2,36.9,0
5011,日本ぐり　ゆで,152,3.5,0.6,6.6,36.7,0
5012,日本ぐり　甘露煮,232,1.8,0.4,2.8,56.8,0
5013,中国ぐり　甘ぐり,207,4.9,0.9,8.5,48.5,0
5014,くるみ　いり,713,14.6,68.8,7.5,11.7,0
5015,けし　乾,555,19.3,49.1,16.5,21.8,0
5016,ココナッツ　ココナッツパウダー,676,6.1,65.8,14.1,23.7,0
5017,ごま　乾,604,19.8,53.8,10.8,16.5,0
5018,ごま　いり,605,20.3,54.2,12.6,18.5,0
5019,ごま　むき,570,19.3,54.9,13,18.8,0
5042,ごま　ねり,646,19,61,11.2,15.6,0
5020,しい　生,244,3.2,0.8,3.3,57.6,0
5021,すいか　いり　味付け,528,29.6,46.4,7.1,13.4,1.5
5046,チアシード　乾,446,19.4,33.9,36.9,34.5,0
5022,とち　蒸し,148,1.7,1.9,6.6,34.2,0.6
5023,はす　未熟　生,81,5.9,0.5,2.6,14.9,0
5024,はす　成熟　乾,327,18.3,2.3,10.3,64.3,0
5043,はす　成熟　ゆで,118,7.3,0.8,5,25,0
5025,ひし　生,183,5.8,0.5,2.9,40.6,0
5047,とうびし　生,122,2.7,0.4,8.2,31.4,0
5048,とうびし　ゆで,120,2.7,0.3,5.1,30.5,0
5026,ピスタチオ　いり　味付け,617,17.4,56.1,9.2,20.9,0.7
5027,ひまわり　フライ　味付け,587,20.1,56.3,6.9,17.2,0.6
5028,ブラジルナッツ　フライ　味付け,703,14.9,69.1,7.2,9.6,0.2
5029,ヘーゼルナッツ　フライ　味付け,701,13.6,69.3,7.4,13.9,0.1
5030,ペカン　フライ　味付け,716,9.6,73.4,7.1,13.3,0.4
5031,マカダミアナッツ　いり　味付け,751,8.3,76.7,6.2,12.2,0.5
5032,まつ　生,681,15.8,68.2,4.1,10.6,0
5033,まつ　いり,724,14.6,72.5,6.9,8.1,0
5034,らっかせい　大粒種　乾,572,25.2,47,8.5,19.4,0
5035,らっかせい　大粒種　いり,613,25,49.6,11.4,21.3,0
5044,らっかせい　小粒種　乾,573,25.4,47.5,7.4,18.8,0
5045,らっかせい　小粒種　いり,607,26.5,49.4,7.2,19.6,0
5036,らっかせい　バターピーナッツ,609,23.3,53.2,9.5,18.3,0.3
5037,らっかせい　ピーナッツバター,599,20.6,50.4,7.6,24.9,0.9
6001,アーティチョーク　花らい　生,39,2.3,0.2,8.7,11.3,0.1
6002,アーティチョーク　花らい　ゆで,35,2.1,0.1,8.6,10.8,0
6003,あさつき　葉　生,34,4.2,0.3,3.3,5.6,0
6004,あさつき　葉　ゆで,41,4.2,0.3,3.4,7.3,0
6005,あしたば　茎葉　生,30,3.3,0.1,5.6,6.7,0.2
6006,あしたば　茎葉　ゆで,28,2.9,0.1,5.3,6.6,0.1
6007,アスパラガス　若茎　生,21,2.6,0.2,1.8,3.9,0
6008,アスパラガス　若茎　ゆで,25,2.6,0.1,2.1,4.6,0
6327,アスパラガス　若茎　油いため,54,2.9,3.9,2.1,4.1,0
6009,アスパラガス　水煮缶詰,24,2.4,0.1,1.7,4.3,0.9
6328,アロエ　葉　生,3,0,0.1,0.4,0.7,0
6010,いんげんまめ　さやいんげん　若ざや　生,23,1.8,0.1,2.4,5.1,0
6011,いんげんまめ　さやいんげん　若ざや　ゆで,25,1.8,0.2,2.6,5.5,0
6012,（うど類）　うど　茎　生,19,0.8,0.1,1.4,4.3,0
6013,（うど類）　うど　茎　水さらし,13,0.6,0,1.6,3.4,0
6014,（うど類）　やまうど　茎　生,19,1.1,0.1,1.8,4.3,0
6363,うるい　葉　生,19,1.9,0.4,3.3,4,0
6015,えだまめ　生,125,11.7,6.2,5,8.8,0
6016,えだまめ　ゆで,118,11.5,6.1,4.6,8.9,0
6017,えだまめ　冷凍,143,13,7.6,7.3,10.6,0
6018,エンダイブ　葉　生,14,1.2,0.2,2.2,2.9,0.1
6019,トウミョウ　茎葉　生,28,3.8,0.4,3.3,4,0
6329,トウミョウ　芽ばえ　生,27,3.8,0.4,2.2,3.2,0
6330,トウミョウ　芽ばえ　ゆで,28,3.6,0.6,3.5,3.8,0
6331,トウミョウ　芽ばえ　油いため,84,5,5.9,3,4.3,0
6020,さやえんどう　若ざや　生,38,3.1,0.2,3,7.5,0
6021,さやえんどう　若ざや　ゆで,36,3.2,0.2,3.1,7,0
6022,スナップえんどう　若ざや　生,47,2.9,0.1,2.5,9.9,0
6023,グリンピース　生,76,6.9,0.4,7.7,15.3,0
6024,グリンピース　ゆで,99,8.3,0.2,8.6,18.5,0
6025,グリンピース　冷凍,80,5.8,0.7,9.3,17.1,0
6374,グリンピース　冷凍　ゆで,82,6.2,0.7,10.3,17.8,0
6375,グリンピース　冷凍　油いため,114,6.3,4.6,9.3,18.2,0
6026,グリンピース　水煮缶詰,82,3.6,0.4,6.9,19.7,0.8
6027,おおさかしろな　葉　生,12,1.4,0.2,1.8,2.2,0.1
6028,おおさかしろな　葉　ゆで,16,1.6,0.3,2.2,3.1,0.1
6029,おおさかしろな　塩漬,19,1.3,0.3,3.1,4.5,1.6
6030,おかひじき　茎葉　生,16,1.4,0.2,2.5,3.4,0.1
6031,おかひじき　茎葉　ゆで,16,1.2,0.1,2.7,3.8,0.2
6032,オクラ　果実　生,26,2.1,0.2,5,6.6,0
6033,オクラ　果実　ゆで,29,2.1,0.1,5.2,7.6,0
6034,かぶ　葉　生,20,2.3,0.1,2.9,3.9,0.1
6035,かぶ　葉　ゆで,20,2.3,0.1,3.7,4.4,0
6036,かぶ　根　皮つき　生,18,0.7,0.1,1.5,4.6,0
6037,かぶ　根　皮つき　ゆで,18,0.7,0.1,1.8,4.7,0
6038,かぶ　根　皮なし　生,19,0.6,0.1,1.4,4.8,0
6039,かぶ　根　皮なし　ゆで,20,0.6,0.1,1.7,5,0
6040,かぶ　漬物　塩漬　葉,27,2.3,0.2,3.6,6,2.3
6041,かぶ　漬物　塩漬　根　皮つき,21,1,0.2,1.9,4.9,2.8
6042,かぶ　漬物　塩漬　根　皮なし,19,0.8,0.1,2,4.7,4.3
6043,かぶ　漬物　ぬかみそ漬　葉,35,3.3,0.1,4,7.1,3.8
6044,かぶ　漬物　ぬかみそ漬　根　皮つき,27,1.5,0.1,2,5.9,2.2
6045,かぶ　漬物　ぬかみそ漬　根　皮なし,31,1.4,0.1,1.8,6.9,6.9
6046,日本かぼちゃ　果実　生,41,1.6,0.1,2.8,10.9,0
6047,日本かぼちゃ　果実　ゆで,50,1.9,0.1,3.6,13.3,0
6048,西洋かぼちゃ　果実　生,78,1.9,0.3,3.5,20.6,0
6049,西洋かぼちゃ　果実　ゆで,80,1.6,0.3,4.1,21.3,0
6332,西洋かぼちゃ　果実　焼き,105,2.5,0.4,5.3,27.7,0
6050,西洋かぼちゃ　果実　冷凍,75,2.2,0.3,4.2,18.5,0
6051,そうめんかぼちゃ　果実　生,25,0.7,0.1,1.5,6.1,0
6052,からしな　葉　生,26,3.3,0.1,3.7,4.7,0.2
6053,からしな　塩漬,36,4,0.1,5,7.2,2.5
6054,カリフラワー　花序　生,28,3,0.1,2.9,5.2,0
6055,カリフラワー　花序　ゆで,26,2.7,0.1,3.2,5.1,0
6056,かんぴょう　乾,239,6.3,0.2,30.1,68.1,0
6057,かんぴょう　ゆで,21,0.7,0,5.3,7.2,0
6364,かんぴょう　甘煮,146,2.3,0.2,5.5,36.5,3.1
6058,きく　花びら　生,25,1.4,0,3.4,6.5,0
6059,きく　花びら　ゆで,21,1,0,2.9,5.7,0
6060,きく　菊のり,283,11.6,0.2,29.6,73.5,0
6061,キャベツ　結球葉　生,21,1.3,0.2,1.8,5.2,0
6062,キャベツ　結球葉　ゆで,19,0.9,0.2,2,4.6,0
6333,キャベツ　結球葉　油いため,78,1.6,6,2.2,5.9,0
6063,グリーンボール　結球葉　生,20,1.4,0.1,1.6,4.3,0
6064,レッドキャベツ　結球葉　生,30,2,0.1,2.8,6.7,0
6065,きゅうり　果実　生,13,1,0.1,1.1,3,0
6066,きゅうり　漬物　塩漬,17,1,0.1,1.3,3.7,2.5
6067,きゅうり　漬物　しょうゆ漬,51,3.2,0.4,3.4,10.8,4.1
6068,きゅうり　漬物　ぬかみそ漬,28,1.5,0.1,1.5,6.2,5.3
6069,きゅうり　漬物　ピクルス　スイート型,70,0.3,0.1,1.7,18.3,1.1
6070,きゅうり　漬物　ピクルス　サワー型,13,1.4,Tr,1.4,2.5,2.5
6071,ぎょうじゃにんにく　葉　生,35,3.5,0.2,3.3,6.6,0
6075,キンサイ　茎葉　生,16,1.1,0.4,2.5,3.5,0.1
6076,キンサイ　茎葉　ゆで,15,1.1,0.4,2.9,3.5,0.1
6077,クレソン　茎葉　生,13,2.1,0.1,2.5,2.5,0.1
6078,くわい　塊茎　生,128,6.3,0.1,2.4,26.6,0
6079,くわい　塊茎　ゆで,129,6.2,0.1,2.8,27.2,0
6080,ケール　葉　生,26,2.1,0.4,3.7,5.6,0
6081,コールラビ　球茎　生,21,1,0,1.9,5.1,0
6082,コールラビ　球茎　ゆで,20,1,Tr,2.3,5.2,0
6083,こごみ　若芽　生,25,3,0.2,5.2,5.3,0
6084,ごぼう　根　生,58,1.8,0.1,5.7,15.4,0
6085,ごぼう　根　ゆで,50,1.5,0.2,6.1,13.7,0
6086,こまつな　葉　生,13,1.5,0.2,1.9,2.4,0
6087,こまつな　葉　ゆで,14,1.6,0.1,2.4,3,0
6385,コリアンダー　葉　生,18,1.4,0.4,4.2,4.6,0
6088,ザーサイ　漬物,20,2.5,0.1,4.6,4.6,13.7
6089,さんとうさい　葉　生,12,1,0.2,2.2,2.7,0
6090,さんとうさい　葉　ゆで,14,1.4,0.3,2.5,2.9,0
6091,さんとうさい　塩漬,18,1.5,0.3,3,4,2.3
6092,しかくまめ　若ざや　生,19,2.4,0.1,3.2,3.8,0
6093,ししとう　果実　生,24,1.9,0.3,3.6,5.7,0
6094,ししとう　果実　油いため,51,1.9,3.2,3.6,5.8,0
6095,しそ　葉　生,32,3.9,0.1,7.3,7.5,0
6096,しそ　実　生,32,3.4,0.1,8.9,8.9,0
6097,じゅうろくささげ　若ざや　生,22,2.5,0.1,4.2,4.8,0
6098,じゅうろくささげ　若ざや　ゆで,28,2.8,0.1,4.5,6.2,0
6099,しゅんぎく　葉　生,20,2.3,0.3,3.2,3.9,0.2
6100,しゅんぎく　葉　ゆで,25,2.7,0.5,3.7,4.5,0.1
6101,じゅんさい　若葉　水煮びん詰,4,0.4,0,1,1,0
6102,葉しょうが　根茎　生,9,0.5,0.2,1.6,2.1,0
6103,しょうが　根茎　皮なし　生,28,0.9,0.3,2.1,6.6,0
6365,しょうが　根茎　皮なし　生　おろし,58,0.7,0.8,7.4,16,0
6366,しょうが　根茎　皮なし　生　おろし汁,17,0.4,0.3,0.3,3.5,0
6104,しょうが　漬物　酢漬,15,0.3,0.2,2.2,3.9,5.6
6105,しょうが　漬物　甘酢漬,44,0.2,0.4,1.8,10.7,2
6386,新しょうが　根茎　生,10,0.3,0.3,1.9,2.7,0
6106,しろうり　果実　生,15,0.9,0.1,1.2,3.3,0
6107,しろうり　漬物　塩漬,15,1,0.1,2.2,3.7,2
6108,しろうり　漬物　奈良漬,216,4.6,0.2,2.6,40,4.8
6109,ずいき　生ずいき　生,15,0.5,0,1.6,4.1,0
6110,ずいき　生ずいき　ゆで,10,0.4,0,2.1,3.1,0
6111,ずいき　干しずいき　乾,232,6.6,0.4,25.8,63.5,0
6112,ずいき　干しずいき　ゆで,9,0.5,0,3.1,3.4,0
6387,すいぜんじな　葉　生,16,0.6,0.6,4,3.4,0
6113,すぐきな　葉　生,23,1.9,0.2,4,5.4,0.1
6114,すぐきな　根　生,19,0.6,0.1,1.7,4.7,0.1
6115,すぐきな　すぐき漬,30,2.6,0.7,5.2,6.1,2.2
6116,ズッキーニ　果実　生,16,1.3,0.1,1.3,2.8,0
6117,せり　茎葉　生,17,2,0.1,2.5,3.3,0
6118,せり　茎葉　ゆで,17,2.1,0.1,2.8,3.4,0
6119,セロリ　葉柄　生,12,0.4,0.1,1.5,3.6,0.1
6120,ぜんまい　生ぜんまい　若芽　生,27,1.7,0.1,3.8,6.6,0
6121,ぜんまい　生ぜんまい　若芽　ゆで,17,1.1,0.4,3.5,4.1,0
6122,ぜんまい　干しぜんまい　干し若芽　乾,277,14.6,0.6,34.8,70.8,0.1
6123,ぜんまい　干しぜんまい　干し若芽　ゆで,25,1.7,0.1,5.2,6.8,0
6124,そらまめ　未熟豆　生,102,10.9,0.2,2.6,15.5,0
6125,そらまめ　未熟豆　ゆで,103,10.5,0.2,4,16.9,0
6126,タアサイ　葉　生,12,1.3,0.2,1.9,2.2,0.1
6127,タアサイ　葉　ゆで,11,1.1,0.2,2.1,2.3,0.1
6128,かいわれだいこん　芽ばえ　生,21,2.1,0.5,1.9,3.3,0
6129,葉だいこん　葉　生,17,2,0.2,2.6,3.3,0.1
6130,だいこん　葉　生,23,2.2,0.1,4,5.3,0.1
6131,だいこん　葉　ゆで,24,2.2,0.1,3.6,5.4,0.1
6132,だいこん　根　皮つき　生,15,0.5,0.1,1.4,4.1,0
6133,だいこん　根　皮つき　ゆで,15,0.4,Tr,1.6,4.5,0
6134,だいこん　根　皮なし　生,15,0.4,0.1,1.3,4.1,0
6367,だいこん　根　皮なし　生　おろし,25,0.6,0.2,5.1,8,0.1
6368,だいこん　根　皮なし　生　おろし汁,12,0.3,Tr,0.1,2.7,0.1
6369,だいこん　根　皮なし　生　おろし水洗い,23,0.6,0.1,4.7,7.2,0.1
6135,だいこん　根　皮なし　ゆで,15,0.5,0.1,1.7,4,0
6136,切干しだいこん　乾,280,9.7,0.8,21.3,69.7,0.5
6334,切干しだいこん　ゆで,13,0.9,0.1,3.7,4.1,0
6335,切干しだいこん　油いため,78,1.5,6,5.6,7.6,0
6388,漬物　いぶりがっこ,76,1.1,0.3,7.1,21,3.5
6137,漬物　ぬかみそ漬,29,1.3,0.1,1.8,6.7,3.8
6138,漬物　たくあん漬　塩押しだいこん漬,43,0.6,0.3,2.3,10.8,3.3
6139,漬物　たくあん漬　干しだいこん漬,23,1.9,0.1,3.7,5.5,2.5
6140,漬物　守口漬,194,5.3,0.2,3.3,44.3,3.6
6141,漬物　べったら漬,53,0.4,0.2,1.6,13.1,2.8
6142,漬物　みそ漬,52,2.1,0.3,2.1,11.4,7.2
6143,漬物　福神漬,137,2.7,0.1,3.9,33.3,5.1
6144,（たいさい類）　つまみな　葉　生,19,1.9,0.3,2.3,3.6,0.1
6145,（たいさい類）　たいさい　葉　生,15,0.9,0.1,1.6,3.5,0.1
6146,（たいさい類）　たいさい　塩漬,19,1.6,0.1,2.5,4.3,1.8
6147,たかな　葉　生,21,1.8,0.2,2.5,4.2,0.1
6148,たかな　たかな漬,30,1.9,0.6,4,6.2,4
6149,たけのこ　若茎　生,27,3.6,0.2,2.8,4.3,0
6150,たけのこ　若茎　ゆで,31,3.5,0.2,3.3,5.5,0
6151,たけのこ　水煮缶詰,22,2.7,0.2,2.3,4,0
6152,たけのこ　めんま　塩蔵　塩抜き,15,1,0.5,3.5,3.6,0.9
6153,たまねぎ　りん茎　生,33,1,0.1,1.5,8.4,0
6154,たまねぎ　りん茎　水さらし,24,0.6,0.1,1.5,6.1,0
6155,たまねぎ　りん茎　ゆで,30,0.8,0.1,1.7,7.3,0
6336,たまねぎ　りん茎　油いため,100,1.4,5.9,2.7,12,0
6389,たまねぎ　りん茎　油いため　（あめ色たまねぎ）,208,3.2,6.8,-,34.1,0
6156,赤たまねぎ　りん茎　生,34,0.9,0.1,1.7,9,0
6337,葉たまねぎ　りん茎及び葉　生,33,1.8,0.4,3,7.6,0
6157,たらのめ　若芽　生,27,4.2,0.2,4.2,4.3,0
6158,たらのめ　若芽　ゆで,27,4,0.2,3.6,4.1,0
6159,チコリ　若芽　生,17,1,Tr,1.1,3.9,0
6376,ちぢみゆきな　葉　生,35,3.6,0.6,3.9,5.7,0
6377,ちぢみゆきな　葉　ゆで,34,3.8,0.7,4.3,5.2,0
6160,チンゲンサイ　葉　生,9,0.6,0.1,1.2,2,0.1
6161,チンゲンサイ　葉　ゆで,11,0.9,0.1,1.5,2.4,0.1
6338,チンゲンサイ　葉　油いため,36,0.8,3.2,1.4,2.2,0.1
6162,つくし　胞子茎　生,31,3.5,0.1,8.1,8.1,0
6163,つくし　胞子茎　ゆで,28,3.4,0.1,6.7,6.7,0
6164,つるな　茎葉　生,15,1.8,0.1,2.3,2.8,0
6390,つるにんじん　根　生,55,1,0.7,17.1,19.8,0
6165,つるむらさき　茎葉　生,11,0.7,0.2,2.2,2.6,0
6166,つるむらさき　茎葉　ゆで,12,0.9,0.2,3.1,3.2,0
6167,つわぶき　葉柄　生,19,0.4,0,2.5,5.6,0.3
6168,つわぶき　葉柄　ゆで,14,0.3,0,2.3,4.4,0.1
6169,とうがらし　葉･果実　生,32,3.4,0.1,5.7,7.2,0
6170,とうがらし　葉･果実　油いため,81,4,4.9,6.3,8.5,0
6171,とうがらし　果実　生,72,3.9,3.4,10.3,16.3,0
6172,とうがらし　果実　乾,270,14.7,12,46.4,58.4,0
6173,とうがん　果実　生,15,0.5,0.1,1.3,3.8,0
6174,とうがん　果実　ゆで,15,0.6,0.1,1.5,3.7,0
6175,スイートコーン　未熟種子　生,89,3.6,1.7,3,16.8,0
6176,スイートコーン　未熟種子　ゆで,95,3.5,1.7,3.1,18.6,0
6339,スイートコーン　未熟種子　電子レンジ調理,104,4.2,2.2,3.4,19.1,0
6177,スイートコーン　未熟種子　穂軸つき　冷凍,96,3.5,1.5,2.8,18.7,0
6178,スイートコーン　未熟種子　カーネル　冷凍,91,2.9,1.3,4.8,19.8,0
